2024-06-05 15:52:28,2024-06-05 15:52:33,3,6
2024-06-05 15:52:34,2024-06-05 15:52:39,1,4
2024-06-05 15:52:36,2024-06-05 15:52:41,2,7
2024-06-05 15:52:34,2024-06-05 15:52:39,2,7
2024-06-05 15:52:34,2024-06-05 15:52:39,3,2
2024-06-05 15:52:36,2024-06-05 15:52:41,1,8
2024-06-05 15:52:32,2024-06-05 15:52:37,1,4
2024-06-05 15:52:38,2024-06-05 15:52:43,2,7
2024-06-05 15:52:36,2024-06-05 15:52:41,3,7
2024-06-05 15:52:38,2024-06-05 15:52:43,3,7
2024-06-05 15:52:32,2024-06-05 15:52:37,3,6
2024-06-05 15:52:38,2024-06-05 15:52:43,1,8
2024-06-05 15:52:42,2024-06-05 15:52:47,2,2
2024-06-05 15:52:40,2024-06-05 15:52:45,1,8
2024-06-05 15:52:42,2024-06-05 15:52:47,1,8
2024-06-05 15:52:42,2024-06-05 15:52:47,3,3
2024-06-05 15:52:44,2024-06-05 15:52:49,1,8
2024-06-05 15:52:44,2024-06-05 15:52:49,2,2
2024-06-05 15:52:46,2024-06-05 15:52:51,1,8
2024-06-05 15:52:40,2024-06-05 15:52:45,3,7
2024-06-05 15:52:44,2024-06-05 15:52:49,3,8
2024-06-05 15:52:40,2024-06-05 15:52:45,2,2
2024-06-05 15:52:46,2024-06-05 15:52:51,2,2
2024-06-05 15:52:46,2024-06-05 15:52:51,3,8
2024-06-05 15:52:52,2024-06-05 15:52:57,2,7
2024-06-05 15:52:56,2024-06-05 15:53:01,3,8
2024-06-05 15:52:48,2024-06-05 15:52:53,1,7
2024-06-05 15:52:50,2024-06-05 15:52:55,2,6
2024-06-05 15:52:48,2024-06-05 15:52:53,3,8
2024-06-05 15:52:56,2024-06-05 15:53:01,1,7
2024-06-05 15:52:58,2024-06-05 15:53:03,2,7
2024-06-05 15:52:52,2024-06-05 15:52:57,1,7
2024-06-05 15:52:58,2024-06-05 15:53:03,1,6
2024-06-05 15:52:58,2024-06-05 15:53:03,3,8
2024-06-05 15:52:54,2024-06-05 15:52:59,2,7
2024-06-05 15:52:56,2024-06-05 15:53:01,2,7
2024-06-05 15:52:50,2024-06-05 15:52:55,1,7
2024-06-05 15:52:54,2024-06-05 15:52:59,1,7
2024-06-05 15:52:54,2024-06-05 15:52:59,3,8
2024-06-05 15:52:48,2024-06-05 15:52:53,2,6
2024-06-05 15:52:08,2024-06-05 15:52:13,2,6
2024-06-05 15:52:14,2024-06-05 15:52:19,3,5
2024-06-05 15:52:12,2024-06-05 15:52:17,2,6
2024-06-05 15:52:10,2024-06-05 15:52:15,3,4
2024-06-05 15:52:14,2024-06-05 15:52:19,1,7
2024-06-05 15:52:10,2024-06-05 15:52:15,2,6
2024-06-05 15:52:12,2024-06-05 15:52:17,3,5
2024-06-05 15:52:16,2024-06-05 15:52:21,1,7
2024-06-05 15:52:18,2024-06-05 15:52:23,3,6
2024-06-05 15:52:20,2024-06-05 15:52:25,3,8
2024-06-05 15:52:16,2024-06-05 15:52:21,3,6
2024-06-05 15:52:20,2024-06-05 15:52:25,1,5
2024-06-05 15:52:18,2024-06-05 15:52:23,1,7
2024-06-05 15:52:22,2024-06-05 15:52:27,3,8
2024-06-05 15:52:22,2024-06-05 15:52:27,1,5
2024-06-05 15:52:26,2024-06-05 15:52:31,3,6
2024-06-05 15:52:28,2024-06-05 15:52:33,2,4
2024-06-05 15:52:22,2024-06-05 15:52:27,2,5
2024-06-05 15:52:28,2024-06-05 15:52:33,1,5
2024-06-05 15:52:24,2024-06-05 15:52:29,2,5
2024-06-05 15:52:26,2024-06-05 15:52:31,2,5
2024-06-05 15:52:26,2024-06-05 15:52:31,1,5
2024-06-05 15:52:24,2024-06-05 15:52:29,3,8
2024-06-05 15:52:28,2024-06-05 15:52:33,3,6
2024-06-05 15:52:30,2024-06-05 15:52:35,3,6
2024-06-05 15:52:34,2024-06-05 15:52:39,1,4
2024-06-05 15:52:30,2024-06-05 15:52:35,1,5
2024-06-05 15:52:30,2024-06-05 15:52:35,2,4
2024-06-05 15:52:34,2024-06-05 15:52:39,2,7
2024-06-05 15:52:34,2024-06-05 15:52:39,3,2
2024-06-05 15:52:32,2024-06-05 15:52:37,1,4
2024-06-05 15:52:32,2024-06-05 15:52:37,3,6
2024-06-05 15:52:42,2024-06-05 15:52:47,2,2
2024-06-05 15:52:40,2024-06-05 15:52:45,1,8
2024-06-05 15:52:36,2024-06-05 15:52:41,2,7
2024-06-05 15:52:42,2024-06-05 15:52:47,1,8
2024-06-05 15:52:42,2024-06-05 15:52:47,3,3
2024-06-05 15:52:36,2024-06-05 15:52:41,1,8
2024-06-05 15:52:40,2024-06-05 15:52:45,3,7
2024-06-05 15:52:38,2024-06-05 15:52:43,2,7
2024-06-05 15:52:36,2024-06-05 15:52:41,3,7
2024-06-05 15:52:38,2024-06-05 15:52:43,3,7
2024-06-05 15:52:40,2024-06-05 15:52:45,2,2
2024-06-05 15:52:38,2024-06-05 15:52:43,1,8
2024-06-05 15:52:48,2024-06-05 15:52:53,1,7
2024-06-05 15:52:50,2024-06-05 15:52:55,2,6
2024-06-05 15:52:48,2024-06-05 15:52:53,3,8
2024-06-05 15:52:44,2024-06-05 15:52:49,1,8
2024-06-05 15:52:44,2024-06-05 15:52:49,2,2
2024-06-05 15:52:46,2024-06-05 15:52:51,1,8
2024-06-05 15:52:50,2024-06-05 15:52:55,1,7
2024-06-05 15:52:44,2024-06-05 15:52:49,3,8
2024-06-05 15:52:46,2024-06-05 15:52:51,2,2
2024-06-05 15:52:46,2024-06-05 15:52:51,3,8
2024-06-05 15:52:48,2024-06-05 15:52:53,2,6
2024-06-05 15:52:52,2024-06-05 15:52:57,2,7
2024-06-05 15:52:56,2024-06-05 15:53:01,3,8
2024-06-05 15:52:56,2024-06-05 15:53:01,1,7
2024-06-05 15:52:58,2024-06-05 15:53:03,2,7
2024-06-05 15:52:52,2024-06-05 15:52:57,1,7
2024-06-05 15:52:58,2024-06-05 15:53:03,1,6
2024-06-05 15:52:58,2024-06-05 15:53:03,3,8
2024-06-05 15:52:56,2024-06-05 15:53:01,2,7
2024-06-05 15:52:54,2024-06-05 15:52:59,2,7
2024-06-05 15:52:54,2024-06-05 15:52:59,1,7
2024-06-05 15:52:54,2024-06-05 15:52:59,3,8
2024-06-05 15:52:08,2024-06-05 15:52:13,2,6
2024-06-05 15:52:12,2024-06-05 15:52:17,2,6
2024-06-05 15:52:10,2024-06-05 15:52:15,3,4
2024-06-05 15:52:10,2024-06-05 15:52:15,2,6
2024-06-05 15:52:12,2024-06-05 15:52:17,3,5
2024-06-05 15:52:14,2024-06-05 15:52:19,3,5
2024-06-05 15:52:14,2024-06-05 15:52:19,1,7
2024-06-05 15:52:16,2024-06-05 15:52:21,1,7
2024-06-05 15:52:16,2024-06-05 15:52:21,3,6
2024-06-05 15:52:22,2024-06-05 15:52:27,3,8
2024-06-05 15:52:22,2024-06-05 15:52:27,1,5
2024-06-05 15:52:22,2024-06-05 15:52:27,2,5
2024-06-05 15:52:24,2024-06-05 15:52:29,2,5
2024-06-05 15:52:18,2024-06-05 15:52:23,3,6
2024-06-05 15:52:20,2024-06-05 15:52:25,3,8
2024-06-05 15:52:20,2024-06-05 15:52:25,1,5
2024-06-05 15:52:18,2024-06-05 15:52:23,1,7
2024-06-05 15:52:24,2024-06-05 15:52:29,3,8
2024-06-05 15:52:30,2024-06-05 15:52:35,3,6
2024-06-05 15:52:30,2024-06-05 15:52:35,1,5
2024-06-05 15:52:26,2024-06-05 15:52:31,3,6
2024-06-05 15:52:30,2024-06-05 15:52:35,2,4
2024-06-05 15:52:28,2024-06-05 15:52:33,2,4
2024-06-05 15:52:28,2024-06-05 15:52:33,1,5
2024-06-05 15:52:26,2024-06-05 15:52:31,2,5
2024-06-05 15:52:26,2024-06-05 15:52:31,1,5
2024-06-05 15:52:28,2024-06-05 15:52:33,3,6
2024-06-05 15:52:34,2024-06-05 15:52:39,1,4
2024-06-05 15:52:36,2024-06-05 15:52:41,2,7
2024-06-05 15:52:34,2024-06-05 15:52:39,3,2
2024-06-05 15:52:34,2024-06-05 15:52:39,2,7
2024-06-05 15:52:36,2024-06-05 15:52:41,1,8
2024-06-05 15:52:32,2024-06-05 15:52:37,1,4
2024-06-05 15:52:38,2024-06-05 15:52:43,2,7
2024-06-05 15:52:36,2024-06-05 15:52:41,3,7
2024-06-05 15:52:38,2024-06-05 15:52:43,3,7
2024-06-05 15:52:32,2024-06-05 15:52:37,3,6
2024-06-05 15:52:38,2024-06-05 15:52:43,1,8
2024-06-05 15:52:42,2024-06-05 15:52:47,2,2
2024-06-05 15:52:40,2024-06-05 15:52:45,1,8
2024-06-05 15:52:42,2024-06-05 15:52:47,1,8
2024-06-05 15:52:42,2024-06-05 15:52:47,3,3
2024-06-05 15:52:44,2024-06-05 15:52:49,1,8
2024-06-05 15:52:44,2024-06-05 15:52:49,2,2
2024-06-05 15:52:46,2024-06-05 15:52:51,1,8
2024-06-05 15:52:40,2024-06-05 15:52:45,3,7
2024-06-05 15:52:44,2024-06-05 15:52:49,3,8
2024-06-05 15:52:40,2024-06-05 15:52:45,2,2
2024-06-05 15:52:46,2024-06-05 15:52:51,2,2
2024-06-05 15:52:46,2024-06-05 15:52:51,3,8
2024-06-05 15:52:52,2024-06-05 15:52:57,2,7
2024-06-05 15:52:56,2024-06-05 15:53:01,3,8
2024-06-05 15:52:48,2024-06-05 15:52:53,1,7
2024-06-05 15:52:50,2024-06-05 15:52:55,2,6
2024-06-05 15:52:48,2024-06-05 15:52:53,3,8
2024-06-05 15:52:56,2024-06-05 15:53:01,1,7
2024-06-05 15:52:52,2024-06-05 15:52:57,1,7
2024-06-05 15:52:54,2024-06-05 15:52:59,2,7
2024-06-05 15:52:56,2024-06-05 15:53:01,2,7
2024-06-05 15:52:50,2024-06-05 15:52:55,1,7
2024-06-05 15:52:54,2024-06-05 15:52:59,1,7
2024-06-05 15:52:54,2024-06-05 15:52:59,3,8
2024-06-05 15:52:48,2024-06-05 15:52:53,2,6
2024-06-05 15:52:58,2024-06-05 15:53:03,2,7
2024-06-05 15:52:58,2024-06-05 15:53:03,1,6
2024-06-05 15:52:58,2024-06-05 15:53:03,3,8
2024-06-05 15:52:08,2024-06-05 15:52:13,2,6
2024-06-05 15:52:12,2024-06-05 15:52:17,2,6
2024-06-05 15:52:10,2024-06-05 15:52:15,3,4
2024-06-05 15:52:10,2024-06-05 15:52:15,2,6
2024-06-05 15:52:12,2024-06-05 15:52:17,3,5
2024-06-05 15:52:14,2024-06-05 15:52:19,3,5
2024-06-05 15:52:14,2024-06-05 15:52:19,1,7
2024-06-05 15:52:16,2024-06-05 15:52:21,1,7
2024-06-05 15:52:16,2024-06-05 15:52:21,3,6
2024-06-05 15:52:18,2024-06-05 15:52:23,3,6
2024-06-05 15:52:20,2024-06-05 15:52:25,3,8
2024-06-05 15:52:20,2024-06-05 15:52:25,1,5
2024-06-05 15:52:18,2024-06-05 15:52:23,1,7
2024-06-05 15:52:22,2024-06-05 15:52:27,3,8
2024-06-05 15:52:22,2024-06-05 15:52:27,1,5
2024-06-05 15:52:22,2024-06-05 15:52:27,2,5
2024-06-05 15:52:24,2024-06-05 15:52:29,2,5
2024-06-05 15:52:24,2024-06-05 15:52:29,3,8
2024-06-05 15:52:26,2024-06-05 15:52:31,3,6
2024-06-05 15:52:28,2024-06-05 15:52:33,2,4
2024-06-05 15:52:28,2024-06-05 15:52:33,1,5
2024-06-05 15:52:26,2024-06-05 15:52:31,2,5
2024-06-05 15:52:26,2024-06-05 15:52:31,1,5
2024-06-05 15:52:28,2024-06-05 15:52:33,3,6
2024-06-05 15:52:30,2024-06-05 15:52:35,3,6
2024-06-05 15:52:30,2024-06-05 15:52:35,1,5
2024-06-05 15:52:30,2024-06-05 15:52:35,2,4
2024-06-05 15:52:32,2024-06-05 15:52:37,1,4
2024-06-05 15:52:32,2024-06-05 15:52:37,3,6
2024-06-05 15:52:34,2024-06-05 15:52:39,1,4
2024-06-05 15:52:36,2024-06-05 15:52:41,2,7
2024-06-05 15:52:34,2024-06-05 15:52:39,2,7
2024-06-05 15:52:34,2024-06-05 15:52:39,3,2
2024-06-05 15:52:36,2024-06-05 15:52:41,1,8
2024-06-05 15:52:36,2024-06-05 15:52:41,3,7
2024-06-05 15:52:42,2024-06-05 15:52:47,2,2
2024-06-05 15:52:40,2024-06-05 15:52:45,1,8
2024-06-05 15:52:42,2024-06-05 15:52:47,1,8
2024-06-05 15:52:42,2024-06-05 15:52:47,3,3
2024-06-05 15:52:40,2024-06-05 15:52:45,3,7
2024-06-05 15:52:38,2024-06-05 15:52:43,2,7
2024-06-05 15:52:38,2024-06-05 15:52:43,3,7
2024-06-05 15:52:40,2024-06-05 15:52:45,2,2
2024-06-05 15:52:38,2024-06-05 15:52:43,1,8
2024-06-05 15:52:44,2024-06-05 15:52:49,1,8
2024-06-05 15:52:44,2024-06-05 15:52:49,2,2
2024-06-05 15:52:46,2024-06-05 15:52:51,1,8
2024-06-05 15:52:44,2024-06-05 15:52:49,3,8
2024-06-05 15:52:46,2024-06-05 15:52:51,2,2
2024-06-05 15:52:46,2024-06-05 15:52:51,3,8
2024-06-05 15:52:52,2024-06-05 15:52:57,2,7
2024-06-05 15:52:48,2024-06-05 15:52:53,1,7
2024-06-05 15:52:50,2024-06-05 15:52:55,2,6
2024-06-05 15:52:48,2024-06-05 15:52:53,3,8
2024-06-05 15:52:52,2024-06-05 15:52:57,1,7
2024-06-05 15:52:50,2024-06-05 15:52:55,1,7
2024-06-05 15:52:48,2024-06-05 15:52:53,2,6
2024-06-05 15:52:56,2024-06-05 15:53:01,3,8
2024-06-05 15:52:56,2024-06-05 15:53:01,1,7
2024-06-05 15:52:56,2024-06-05 15:53:01,2,7
2024-06-05 15:52:54,2024-06-05 15:52:59,2,7
2024-06-05 15:52:54,2024-06-05 15:52:59,1,7
2024-06-05 15:52:54,2024-06-05 15:52:59,3,8
2024-06-05 15:52:58,2024-06-05 15:53:03,2,7
2024-06-05 15:52:58,2024-06-05 15:53:03,1,6
2024-06-05 15:52:58,2024-06-05 15:53:03,3,8
2024-06-05 15:52:08,2024-06-05 15:52:13,2,6
2024-06-05 15:52:12,2024-06-05 15:52:17,2,6
2024-06-05 15:52:10,2024-06-05 15:52:15,3,4
2024-06-05 15:52:10,2024-06-05 15:52:15,2,6
2024-06-05 15:52:12,2024-06-05 15:52:17,3,5
2024-06-05 15:52:14,2024-06-05 15:52:19,3,5
2024-06-05 15:52:14,2024-06-05 15:52:19,1,7
2024-06-05 15:52:16,2024-06-05 15:52:21,1,7
2024-06-05 15:52:16,2024-06-05 15:52:21,3,6
2024-06-05 15:52:18,2024-06-05 15:52:23,3,6
2024-06-05 15:52:20,2024-06-05 15:52:25,3,8
2024-06-05 15:52:20,2024-06-05 15:52:25,1,5
2024-06-05 15:52:18,2024-06-05 15:52:23,1,7
2024-06-05 15:52:22,2024-06-05 15:52:27,3,8
2024-06-05 15:52:22,2024-06-05 15:52:27,1,5
2024-06-05 15:52:22,2024-06-05 15:52:27,2,5
2024-06-05 15:52:24,2024-06-05 15:52:29,2,5
2024-06-05 15:52:24,2024-06-05 15:52:29,3,8
2024-06-05 15:52:26,2024-06-05 15:52:31,3,6
2024-06-05 15:52:28,2024-06-05 15:52:33,2,4
2024-06-05 15:52:28,2024-06-05 15:52:33,1,5
2024-06-05 15:52:26,2024-06-05 15:52:31,2,5
2024-06-05 15:52:26,2024-06-05 15:52:31,1,5
2024-06-05 15:52:28,2024-06-05 15:52:33,3,6
2024-06-05 15:52:30,2024-06-05 15:52:35,3,6
2024-06-05 15:52:30,2024-06-05 15:52:35,1,5
2024-06-05 15:52:30,2024-06-05 15:52:35,2,4
2024-06-05 15:52:32,2024-06-05 15:52:37,1,4
2024-06-05 15:52:32,2024-06-05 15:52:37,3,6
2024-06-05 15:52:34,2024-06-05 15:52:39,1,4
2024-06-05 15:52:36,2024-06-05 15:52:41,2,7
2024-06-05 15:52:34,2024-06-05 15:52:39,2,7
2024-06-05 15:52:34,2024-06-05 15:52:39,3,2
2024-06-05 15:52:36,2024-06-05 15:52:41,1,8
2024-06-05 15:52:38,2024-06-05 15:52:43,2,7
2024-06-05 15:52:36,2024-06-05 15:52:41,3,7
2024-06-05 15:52:38,2024-06-05 15:52:43,3,7
2024-06-05 15:52:38,2024-06-05 15:52:43,1,8
2024-06-05 15:52:42,2024-06-05 15:52:47,2,2
2024-06-05 15:52:40,2024-06-05 15:52:45,1,8
{"windowClose":"2024-06-05 15:52:10","windowOpen":"2024-06-05 15:52:15","id":"3","maxStress":"4"}
{"windowClose":"2024-06-05 15:52:08","windowOpen":"2024-06-05 15:52:13","id":"2","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:10","windowOpen":"2024-06-05 15:52:15","id":"2","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:14","windowOpen":"2024-06-05 15:52:19","id":"3","maxStress":"5"}
{"windowClose":"2024-06-05 15:52:12","windowOpen":"2024-06-05 15:52:17","id":"2","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:14","windowOpen":"2024-06-05 15:52:19","id":"1","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:12","windowOpen":"2024-06-05 15:52:17","id":"3","maxStress":"5"}
{"windowClose":"2024-06-05 15:52:16","windowOpen":"2024-06-05 15:52:21","id":"1","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:18","windowOpen":"2024-06-05 15:52:23","id":"3","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:20","windowOpen":"2024-06-05 15:52:25","id":"3","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:16","windowOpen":"2024-06-05 15:52:21","id":"3","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:20","windowOpen":"2024-06-05 15:52:25","id":"1","maxStress":"5"}
{"windowClose":"2024-06-05 15:52:18","windowOpen":"2024-06-05 15:52:23","id":"1","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:22","windowOpen":"2024-06-05 15:52:27","id":"3","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:22","windowOpen":"2024-06-05 15:52:27","id":"1","maxStress":"5"}
{"windowClose":"2024-06-05 15:52:26","windowOpen":"2024-06-05 15:52:31","id":"3","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:28","windowOpen":"2024-06-05 15:52:33","id":"2","maxStress":"4"}
{"windowClose":"2024-06-05 15:52:22","windowOpen":"2024-06-05 15:52:27","id":"2","maxStress":"5"}
{"windowClose":"2024-06-05 15:52:28","windowOpen":"2024-06-05 15:52:33","id":"1","maxStress":"5"}
{"windowClose":"2024-06-05 15:52:24","windowOpen":"2024-06-05 15:52:29","id":"2","maxStress":"5"}
{"windowClose":"2024-06-05 15:52:26","windowOpen":"2024-06-05 15:52:31","id":"2","maxStress":"5"}
{"windowClose":"2024-06-05 15:52:26","windowOpen":"2024-06-05 15:52:31","id":"1","maxStress":"5"}
{"windowClose":"2024-06-05 15:52:24","windowOpen":"2024-06-05 15:52:29","id":"3","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:28","windowOpen":"2024-06-05 15:52:33","id":"3","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:30","windowOpen":"2024-06-05 15:52:35","id":"3","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:34","windowOpen":"2024-06-05 15:52:39","id":"1","maxStress":"4"}
{"windowClose":"2024-06-05 15:52:30","windowOpen":"2024-06-05 15:52:35","id":"1","maxStress":"5"}
{"windowClose":"2024-06-05 15:52:30","windowOpen":"2024-06-05 15:52:35","id":"2","maxStress":"4"}
{"windowClose":"2024-06-05 15:52:34","windowOpen":"2024-06-05 15:52:39","id":"2","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:34","windowOpen":"2024-06-05 15:52:39","id":"3","maxStress":"2"}
{"windowClose":"2024-06-05 15:52:32","windowOpen":"2024-06-05 15:52:37","id":"1","maxStress":"4"}
{"windowClose":"2024-06-05 15:52:32","windowOpen":"2024-06-05 15:52:37","id":"3","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:42","windowOpen":"2024-06-05 15:52:47","id":"2","maxStress":"2"}
{"windowClose":"2024-06-05 15:52:40","windowOpen":"2024-06-05 15:52:45","id":"1","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:36","windowOpen":"2024-06-05 15:52:41","id":"2","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:42","windowOpen":"2024-06-05 15:52:47","id":"1","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:42","windowOpen":"2024-06-05 15:52:47","id":"3","maxStress":"3"}
{"windowClose":"2024-06-05 15:52:36","windowOpen":"2024-06-05 15:52:41","id":"1","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:40","windowOpen":"2024-06-05 15:52:45","id":"3","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:38","windowOpen":"2024-06-05 15:52:43","id":"2","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:36","windowOpen":"2024-06-05 15:52:41","id":"3","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:38","windowOpen":"2024-06-05 15:52:43","id":"3","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:40","windowOpen":"2024-06-05 15:52:45","id":"2","maxStress":"2"}
{"windowClose":"2024-06-05 15:52:38","windowOpen":"2024-06-05 15:52:43","id":"1","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:48","windowOpen":"2024-06-05 15:52:53","id":"1","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:50","windowOpen":"2024-06-05 15:52:55","id":"2","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:48","windowOpen":"2024-06-05 15:52:53","id":"3","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:44","windowOpen":"2024-06-05 15:52:49","id":"1","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:44","windowOpen":"2024-06-05 15:52:49","id":"2","maxStress":"2"}
{"windowClose":"2024-06-05 15:52:46","windowOpen":"2024-06-05 15:52:51","id":"1","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:50","windowOpen":"2024-06-05 15:52:55","id":"1","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:44","windowOpen":"2024-06-05 15:52:49","id":"3","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:46","windowOpen":"2024-06-05 15:52:51","id":"2","maxStress":"2"}
{"windowClose":"2024-06-05 15:52:46","windowOpen":"2024-06-05 15:52:51","id":"3","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:48","windowOpen":"2024-06-05 15:52:53","id":"2","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:52","windowOpen":"2024-06-05 15:52:57","id":"2","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:56","windowOpen":"2024-06-05 15:53:01","id":"3","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:56","windowOpen":"2024-06-05 15:53:01","id":"1","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:58","windowOpen":"2024-06-05 15:53:03","id":"2","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:52","windowOpen":"2024-06-05 15:52:57","id":"1","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:58","windowOpen":"2024-06-05 15:53:03","id":"1","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:58","windowOpen":"2024-06-05 15:53:03","id":"3","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:56","windowOpen":"2024-06-05 15:53:01","id":"2","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:54","windowOpen":"2024-06-05 15:52:59","id":"2","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:54","windowOpen":"2024-06-05 15:52:59","id":"1","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:54","windowOpen":"2024-06-05 15:52:59","id":"3","maxStress":"8"}
{"windowClose":"2024-06-05 15:52:10","windowOpen":"2024-06-05 15:52:15","id":"3","maxStress":"4"}
{"windowClose":"2024-06-05 15:52:08","windowOpen":"2024-06-05 15:52:13","id":"2","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:10","windowOpen":"2024-06-05 15:52:15","id":"2","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:14","windowOpen":"2024-06-05 15:52:19","id":"3","maxStress":"5"}
{"windowClose":"2024-06-05 15:52:12","windowOpen":"2024-06-05 15:52:17","id":"2","maxStress":"6"}
{"windowClose":"2024-06-05 15:52:14","windowOpen":"2024-06-05 15:52:19","id":"1","maxStress":"7"}
{"windowClose":"2024-06-05 15:52:12","windowOpen":"2024-06-05 15:52:17","id":"3","maxStress":"5"}
